id,levels,terms
1453,positive,refine
1454,positive,refined
1455,positive,refinement
1456,positive,reform
1457,positive,reformed
1458,positive,reforming
1459,positive,reforms
1460,positive,refresh
1461,positive,refreshed
1462,positive,refreshing
1463,positive,refund
1464,positive,refunded
1465,positive,regal
1466,positive,regally
1467,positive,regard
1468,positive,rejoice
1469,positive,rejoicing
1470,positive,rejoicingly
1471,positive,rejuvenate
1472,positive,rejuvenated
1473,positive,rejuvenating
1474,positive,relaxed
1475,positive,relent
1476,positive,reliable
1477,positive,reliably
1478,positive,relief
1479,positive,relish
1480,positive,remarkable
1481,positive,remarkably
1482,positive,remedy
1483,positive,remission
1484,positive,remunerate
1485,positive,renaissance
1486,positive,renewed
1487,positive,renown
1488,positive,renowned
1489,positive,replaceable
1490,positive,reputable
1491,positive,reputation
1492,positive,resilient
1493,positive,resolute
1494,positive,resound
1495,positive,resounding
1496,positive,resourceful
1497,positive,resourcefulness
1498,positive,respect
1499,positive,respectable
1500,positive,respectful
1501,positive,respectfully
1502,positive,respite
1503,positive,resplendent
1504,positive,responsibly
1505,positive,responsive
1506,positive,restful
1507,positive,restored
1508,positive,restructure
1509,positive,restructured
1510,positive,restructuring
1511,positive,retractable
1512,positive,revel
1513,positive,revelation
1514,positive,revere
1515,positive,reverence
1516,positive,reverent
1517,positive,reverently
1518,positive,revitalize
1519,positive,revival
1520,positive,revive
1521,positive,revives
1522,positive,revolutionary
1523,positive,revolutionize
1524,positive,revolutionized
1525,positive,revolutionizes
1526,positive,reward
1527,positive,rewarding
1528,positive,rewardingly
1529,positive,rich
1530,positive,richer
1531,positive,richly
1532,positive,richness
1533,positive,right
1534,positive,righten
1535,positive,righteous
1536,positive,righteously
1537,positive,righteousness
1538,positive,rightful
1539,positive,rightfully
1540,positive,rightly
1541,positive,rightness
1542,positive,risk-free
1543,positive,robust
1544,positive,rock-star
1545,positive,rock-stars
1546,positive,rockstar
1547,positive,rockstars
1548,positive,romantic
1549,positive,romantically
1550,positive,romanticize
1551,positive,roomier
1552,positive,roomy
1553,positive,rosy
1554,positive,safe
1555,positive,safely
1556,positive,sagacity
1557,positive,sagely
1558,positive,saint
1559,positive,saintliness
1560,positive,saintly
1561,positive,salutary
1562,positive,salute
1563,positive,sane
1564,positive,satisfactorily
1565,positive,satisfactory
1566,positive,satisfied
1567,positive,satisfies
1568,positive,satisfy
1569,positive,satisfying
1570,positive,satisified
1571,positive,saver
1572,positive,savings
1573,positive,savior
1574,positive,savvy
1575,positive,scenic
1576,positive,seamless
1577,positive,seasoned
1578,positive,secure
1579,positive,securely
1580,positive,selective
1581,positive,self-determination
1582,positive,self-respect
1583,positive,self-satisfaction
1584,positive,self-sufficiency
1585,positive,self-sufficient
1586,positive,sensation
1587,positive,sensational
1588,positive,sensationally
1589,positive,sensations
1590,positive,sensible
1591,positive,sensibly
1592,positive,sensitive
1593,positive,serene
1594,positive,serenity
1595,positive,sexy
1596,positive,sharp
1597,positive,sharper
1598,positive,sharpest
1599,positive,shimmering
1600,positive,shimmeringly
1601,positive,shine
1602,positive,shiny
1603,positive,significant
1604,positive,silent
1605,positive,simpler
1606,positive,simplest
1607,positive,simplified
1608,positive,simplifies
1609,positive,simplify
1610,positive,simplifying
1611,positive,sincere
1612,positive,sincerely
1613,positive,sincerity
1614,positive,skill
1615,positive,skilled
1616,positive,skillful
1617,positive,skillfully
1618,positive,slammin
1619,positive,sleek
1620,positive,slick
1621,positive,smart
1622,positive,smarter
1623,positive,smartest
1624,positive,smartly
1625,positive,smile
1626,positive,smiles
1627,positive,smiling
1628,positive,smilingly
1629,positive,smitten
1630,positive,smooth
1631,positive,smoother
1632,positive,smoothes
1633,positive,smoothest
1634,positive,smoothly
1635,positive,snappy
1636,positive,snazzy
1637,positive,sociable
1638,positive,soft
1639,positive,softer
1640,positive,solace
1641,positive,solicitous
1642,positive,solicitously
1643,positive,solid
1644,positive,solidarity
1645,positive,soothe
1646,positive,soothingly
1647,positive,sophisticated
1648,positive,soulful
1649,positive,soundly
1650,positive,soundness
1651,positive,spacious
1652,positive,sparkle
1653,positive,sparkling
1654,positive,spectacular
1655,positive,spectacularly
1656,positive,speedily
1657,positive,speedy
1658,positive,spellbind
1659,positive,spellbinding
1660,positive,spellbindingly
1661,positive,spellbound
1662,positive,spirited
1663,positive,spiritual
1664,positive,splendid
1665,positive,splendidly
1666,positive,splendor
1667,positive,spontaneous
1668,positive,sporty
1669,positive,spotless
1670,positive,sprightly
1671,positive,stability
1672,positive,stabilize
1673,positive,stable
1674,positive,stainless
1675,positive,standout
1676,positive,state-of-the-art
1677,positive,stately
1678,positive,statuesque
1679,positive,staunch
1680,positive,staunchly
1681,positive,staunchness
1682,positive,steadfast
1683,positive,steadfastly
1684,positive,steadfastness
1685,positive,steadiest
1686,positive,steadiness
1687,positive,steady
1688,positive,stellar
1689,positive,stellarly
1690,positive,stimulate
1691,positive,stimulates
1692,positive,stimulating
1693,positive,stimulative
1694,positive,stirringly
1695,positive,straighten
1696,positive,straightforward
1697,positive,streamlined
1698,positive,striking
1699,positive,strikingly
1700,positive,striving
1701,positive,strong
1702,positive,stronger
1703,positive,strongest
1704,positive,stunned
1705,positive,stunning
1706,positive,stunningly
1707,positive,stupendous
1708,positive,stupendously
1709,positive,sturdier
1710,positive,sturdy
1711,positive,stylish
1712,positive,stylishly
1713,positive,stylized
1714,positive,suave
1715,positive,suavely
1716,positive,sublime
1717,positive,subsidize
1718,positive,subsidized
1719,positive,subsidizes
1720,positive,subsidizing
1721,positive,substantive
1722,positive,succeed
1723,positive,succeeded
1724,positive,succeeding
1725,positive,succeeds
1726,positive,succes
1727,positive,success
1728,positive,successes
1729,positive,successful
1730,positive,successfully
1731,positive,suffice
1732,positive,sufficed
1733,positive,suffices
1734,positive,sufficient
1735,positive,sufficiently
1736,positive,suitable
1737,positive,sumptuous
1738,positive,sumptuously
1739,positive,sumptuousness
1740,positive,super
1741,positive,superb
1742,positive,superbly
1743,positive,superior
1744,positive,superiority
1745,positive,supple
1746,positive,support
1747,positive,supported
1748,positive,supporter
1749,positive,supporting
1750,positive,supportive
1751,positive,supports
1752,positive,supremacy
1753,positive,supreme
1754,positive,supremely
1755,positive,supurb
1756,positive,supurbly
1757,positive,surmount
1758,positive,surpass
1759,positive,surreal
1760,positive,survival
1761,positive,survivor
1762,positive,sustainability
1763,positive,sustainable
1764,positive,swank
1765,positive,swankier
1766,positive,swankiest
1767,positive,swanky
1768,positive,sweeping
1769,positive,sweet
1770,positive,sweeten
1771,positive,sweetheart
1772,positive,sweetly
1773,positive,sweetness
1774,positive,swift
1775,positive,swiftness
1776,positive,talent
1777,positive,talented
1778,positive,talents
1779,positive,tantalize
1780,positive,tantalizing
1781,positive,tantalizingly
1782,positive,tempt
1783,positive,tempting
1784,positive,temptingly
1785,positive,tenacious
1786,positive,tenaciously
1787,positive,tenacity
1788,positive,tender
1789,positive,tenderly
1790,positive,terrific
1791,positive,terrifically
1792,positive,thank
1793,positive,thankful
1794,positive,thinner
1795,positive,thoughtful
1796,positive,thoughtfully
1797,positive,thoughtfulness
1798,positive,thrift
1799,positive,thrifty
1800,positive,thrill
1801,positive,thrilled
1802,positive,thrilling
1803,positive,thrillingly
1804,positive,thrills
1805,positive,thrive
1806,positive,thriving
1807,positive,thumb-up
1808,positive,thumbs-up
1809,positive,tickle
1810,positive,tidy
1811,positive,time-honored
1812,positive,timely
1813,positive,tingle
1814,positive,titillate
1815,positive,titillating
1816,positive,titillatingly
1817,positive,togetherness
1818,positive,tolerable
1819,positive,toll-free
1820,positive,top
1821,positive,top-notch
1822,positive,top-quality
1823,positive,topnotch
1824,positive,tops
1825,positive,tough
1826,positive,tougher
1827,positive,toughest
1828,positive,traction
1829,positive,tranquil
1830,positive,tranquility
1831,positive,transparent
1832,positive,treasure
1833,positive,tremendously
1834,positive,trendy
1835,positive,triumph
1836,positive,triumphal
1837,positive,triumphant
1838,positive,triumphantly
1839,positive,trivially
1840,positive,trophy
1841,positive,trouble-free
1842,positive,trump
1843,positive,trumpet
1844,positive,trust
1845,positive,trusted
1846,positive,trusting
1847,positive,trustingly
1848,positive,trustworthiness
1849,positive,trustworthy
1850,positive,trusty
1851,positive,truthful
1852,positive,truthfully
1853,positive,truthfulness
1854,positive,twinkly
1855,positive,ultra-crisp
1856,positive,unabashed
1857,positive,unabashedly
1858,positive,unaffected
1859,positive,unassailable
1860,positive,unbeatable
1861,positive,unbiased
1862,positive,unbound
1863,positive,uncomplicated
1864,positive,unconditional
1865,positive,undamaged
1866,positive,undaunted
1867,positive,understandable
1868,positive,undisputable
1869,positive,undisputably
1870,positive,undisputed
1871,positive,unencumbered
1872,positive,unequivocal
1873,positive,unequivocally
1874,positive,unfazed
1875,positive,unfettered
1876,positive,unforgettable
1877,positive,unity
1878,positive,unlimited
1879,positive,unmatched
1880,positive,unparalleled
1881,positive,unquestionable
1882,positive,unquestionably
1883,positive,unreal
1884,positive,unrestricted
1885,positive,unrivaled
1886,positive,unselfish
1887,positive,unwavering
1888,positive,upbeat
1889,positive,upgradable
1890,positive,upgradeable
1891,positive,upgraded
1892,positive,upheld
1893,positive,uphold
1894,positive,uplift
1895,positive,uplifting
1896,positive,upliftingly
1897,positive,upliftment
1898,positive,upscale
1899,positive,usable
1900,positive,useable
1901,positive,useful
1902,positive,user-friendly
1903,positive,user-replaceable
1904,positive,valiant
1905,positive,valiantly
1906,positive,valor
1907,positive,valuable
1908,positive,variety
1909,positive,venerate
1910,positive,verifiable
1911,positive,veritable
1912,positive,versatile
1913,positive,versatility
1914,positive,vibrant
1915,positive,vibrantly
1916,positive,victorious
1917,positive,victory
1918,positive,viewable
1919,positive,vigilance
1920,positive,vigilant
1921,positive,virtue
1922,positive,virtuous
1923,positive,virtuously
1924,positive,visionary
1925,positive,vivacious
1926,positive,vivid
1927,positive,vouch
1928,positive,vouchsafe
1929,positive,warm
1930,positive,warmer
1931,positive,warmhearted
1932,positive,warmly
1933,positive,warmth
1934,positive,wealthy
1935,positive,welcome
1936,positive,well
1937,positive,well-backlit
1938,positive,well-balanced
1939,positive,well-behaved
1940,positive,well-being
1941,positive,well-bred
1942,positive,well-connected
1943,positive,well-educated
1944,positive,well-established
1945,positive,well-informed
1946,positive,well-intentioned
1947,positive,well-known
1948,positive,well-made
1949,positive,well-managed
1950,positive,well-mannered
1951,positive,well-positioned
1952,positive,well-received
1953,positive,well-regarded
1954,positive,well-rounded
1955,positive,well-run
1956,positive,well-wishers
1957,positive,wellbeing
1958,positive,whoa
1959,positive,wholeheartedly
1960,positive,wholesome
1961,positive,whooa
1962,positive,whoooa
1963,positive,wieldy
1964,positive,willing
1965,positive,willingly
1966,positive,willingness
1967,positive,win
1968,positive,windfall
1969,positive,winnable
1970,positive,winner
1971,positive,winners
1972,positive,winning
1973,positive,wins
1974,positive,wisdom
1975,positive,wise
1976,positive,wisely
1977,positive,witty
1978,positive,won
1979,positive,wonder
1980,positive,wonderful
1981,positive,wonderfully
1982,positive,wonderous
1983,positive,wonderously
1984,positive,wonders
1985,positive,wondrous
1986,positive,woo
1987,positive,work
1988,positive,workable
1989,positive,worked
1990,positive,works
1991,positive,world-famous
1992,positive,worth
1993,positive,worth-while
1994,positive,worthiness
1995,positive,worthwhile
1996,positive,worthy
1997,positive,wow
1998,positive,wowed
1999,positive,wowing
2000,positive,wows
2001,positive,yay
2002,positive,youthful
2003,positive,zeal
2004,positive,zenith
2005,positive,zest
2006,positive,zippy
,negative,2-faced
,negative,2-faces
,negative,abnormal
,negative,abolish
,negative,abominable
,negative,abominably
,negative,abominate
,negative,abomination
,negative,abort
,negative,aborted
,negative,aborts
,negative,abrade
,negative,abrasive
,negative,abrupt
,negative,abruptly
,negative,abscond
,negative,absence
,negative,absent-minded
,negative,absentee
,negative,absurd
,negative,absurdity
,negative,absurdly
,negative,absurdness
,negative,abuse
,negative,abused
,negative,abuses
,negative,abusive
,negative,abysmal
,negative,abysmally
,negative,abyss
,negative,accidental
,negative,accost
,negative,accursed
,negative,accusation
,negative,accusations
,negative,accuse
,negative,accuses
,negative,accusing
,negative,accusingly
,negative,acerbate
,negative,acerbic
,negative,acerbically
,negative,ache
,negative,ached
,negative,aches
,negative,achey
,negative,aching
,negative,acrid
,negative,acridly
,negative,acridness
,negative,acrimonious
,negative,acrimoniously
,negative,acrimony
,negative,adamant
,negative,adamantly
,negative,addict
,negative,addicted
,negative,addicting
,negative,addicts
,negative,admonish
,negative,admonisher
,negative,admonishingly
,negative,admonishment
,negative,admonition
,negative,adulterate
,negative,adulterated
,negative,adulteration
,negative,adulterier
,negative,adversarial
,negative,adversary
,negative,adverse
,negative,adversity
,negative,afflict
,negative,affliction
,negative,afflictive
,negative,affront
,negative,afraid
,negative,aggravate
,negative,aggravating
,negative,aggravation
,negative,aggression
,negative,aggressive
,negative,aggressiveness
,negative,aggressor
,negative,aggrieve
,negative,aggrieved
,negative,aggrivation
,negative,aghast
,negative,agonies
,negative,agonize
,negative,agonizing
,negative,agonizingly
,negative,agony
,negative,aground
,negative,ail
,negative,ailing
,negative,ailment
,negative,aimless
,negative,alarm
,negative,alarmed
,negative,alarming
,negative,alarmingly
,negative,alienate
,negative,alienated
,negative,alienation
,negative,allegation
,negative,allegations
,negative,allege
,negative,allergic
,negative,allergies
,negative,allergy
,negative,aloof
,negative,altercation
,negative,ambiguity
,negative,ambiguous
,negative,ambivalence
,negative,ambivalent
,negative,ambush
,negative,amiss
,negative,amputate
,negative,anarchism
,negative,anarchist
,negative,anarchistic
,negative,anarchy
,negative,anemic
,negative,anger
,negative,angrily
,negative,angriness
,negative,angry
,negative,anguish
,negative,animosity
,negative,annihilate
,negative,annihilation
,negative,annoy
,negative,annoyance
,negative,annoyances
,negative,annoyed
,negative,annoying
,negative,annoyingly
,negative,annoys
,negative,anomalous
,negative,anomaly
,negative,antagonism
,negative,antagonist
,negative,antagonistic
,negative,antagonize
,negative,anti-
,negative,anti-american
,negative,anti-israeli
,negative,anti-occupation
,negative,anti-proliferation
,negative,anti-semites
,negative,anti-social
,negative,anti-us
,negative,anti-white
,negative,antipathy
,negative,antiquated
,negative,antithetical
,negative,anxieties
,negative,anxiety
,negative,anxious
,negative,anxiously
,negative,anxiousness
,negative,apathetic
,negative,apathetically
,negative,apathy
,negative,apocalypse
,negative,apocalyptic
,negative,apologist
,negative,apologists
,negative,appal
,negative,appall
,negative,appalled
,negative,appalling
,negative,appallingly
,negative,apprehension
,negative,apprehensions
,negative,apprehensive
,negative,apprehensively
,negative,arbitrary
,negative,arcane
,negative,archaic
,negative,arduous
,negative,arduously
,negative,argumentative
,negative,arrogance
,negative,arrogant
,negative,arrogantly
,negative,ashamed
,negative,asinine
,negative,asininely
,negative,asinininity
,negative,askance
,negative,asperse
,negative,aspersion
,negative,aspersions
,negative,assail
,negative,assassin
,negative,assassinate
,negative,assault
,negative,assult
,negative,astray
,negative,asunder
,negative,atrocious
,negative,atrocities
,negative,atrocity
,negative,atrophy
,negative,attack
,negative,attacks
,negative,audacious
,negative,audaciously
,negative,audaciousness
,negative,audacity
,negative,audiciously
,negative,austere
,negative,authoritarian
,negative,autocrat
,negative,autocratic
,negative,avalanche
,negative,avarice
,negative,avaricious
,negative,avariciously
,negative,avenge
,negative,averse
,negative,aversion
,negative,aweful
,negative,awful
,negative,awfully
,negative,awfulness
,negative,awkward
,negative,awkwardness
,negative,ax
,negative,babble
,negative,back-logged
,negative,back-wood
,negative,back-woods
,negative,backache
,negative,backaches
,negative,backaching
,negative,backbite
,negative,backbiting
,negative,backward
,negative,backwardness
,negative,backwood
,negative,backwoods
,negative,bad
,negative,badly
,negative,baffle
,negative,baffled
,negative,bafflement
,negative,baffling
,negative,bait
,negative,balk
,negative,banal
,negative,banalize
,negative,bane
,negative,banish
,negative,banishment
,negative,bankrupt
,negative,barbarian
,negative,barbaric
,negative,barbarically
,negative,barbarity
,negative,barbarous
,negative,barbarously
,negative,barren
,negative,baseless
,negative,bash
,negative,bashed
,negative,bashful
,negative,bashing
,negative,bastard
,negative,bastards
,negative,battered
,negative,battering
,negative,batty
,negative,bearish
,negative,beastly
,negative,bedlam
,negative,bedlamite
,negative,befoul
,negative,beg
,negative,beggar
,negative,beggarly
,negative,begging
,negative,beguile
,negative,belabor
,negative,belated
,negative,beleaguer
,negative,belie
,negative,belittle
,negative,belittled
,negative,belittling
,negative,bellicose
,negative,belligerence
,negative,belligerent
,negative,belligerently
,negative,bemoan
,negative,bemoaning
,negative,bemused
,negative,bent
,negative,berate
,negative,bereave
,negative,bereavement
,negative,bereft
,negative,berserk
,negative,beseech
,negative,beset
,negative,besiege
,negative,besmirch
,negative,bestial
,negative,betray
,negative,betrayal
,negative,betrayals
,negative,betrayer
,negative,betraying
,negative,betrays
,negative,bewail
,negative,beware
,negative,bewilder
,negative,bewildered
,negative,bewildering
,negative,bewilderingly
,negative,bewilderment
,negative,bewitch
,negative,bias
,negative,biased
,negative,biases
,negative,bicker
,negative,bickering
,negative,bid-rigging
,negative,bigotries
,negative,bigotry
,negative,bitch
,negative,bitchy
,negative,biting
,negative,bitingly
,negative,bitter
,negative,bitterly
,negative,bitterness
,negative,bizarre
,negative,blab
,negative,blabber
,negative,blackmail
,negative,blah
,negative,blame
,negative,blameworthy
,negative,bland
,negative,blandish
,negative,blaspheme
,negative,blasphemous
,negative,blasphemy
,negative,blasted
,negative,blatant
,negative,blatantly
,negative,blather
,negative,bleak
,negative,bleakly
,negative,bleakness
,negative,bleed
,negative,bleeding
,negative,bleeds
,negative,blemish
,negative,blind
,negative,blinding
,negative,blindingly
,negative,blindside
,negative,blister
,negative,blistering
,negative,bloated
,negative,blockage
,negative,blockhead
,negative,bloodshed
,negative,bloodthirsty
,negative,bloody
,negative,blotchy
,negative,blow
,negative,blunder
,negative,blundering
,negative,blunders
,negative,blunt
,negative,blur
,negative,bluring
,negative,blurred
,negative,blurring
,negative,blurry
,negative,blurs
,negative,blurt
,negative,boastful
,negative,boggle
,negative,bogus
,negative,boil
,negative,boiling
,negative,boisterous
,negative,bomb
,negative,bombard
,negative,bombardment
,negative,bombastic
,negative,bondage
,negative,bonkers
,negative,bore
,negative,bored
,negative,boredom
,negative,bores
,negative,boring
,negative,botch
,negative,bother
,negative,bothered
,negative,bothering
,negative,bothers
,negative,bothersome
,negative,bowdlerize
,negative,boycott
,negative,braggart
,negative,bragger
,negative,brainless
,negative,brainwash
,negative,brash
,negative,brashly
,negative,brashness
,negative,brat
,negative,bravado
,negative,brazen
,negative,brazenly
,negative,brazenness
,negative,breach
,negative,break
,negative,break-up
,negative,break-ups
,negative,breakdown
,negative,breaking
,negative,breaks
,negative,breakup
,negative,breakups
,negative,bribery
,negative,brimstone
,negative,bristle
,negative,brittle
,negative,broke
,negative,broken
,negative,broken-hearted
,negative,brood
,negative,browbeat
,negative,bruise
,negative,bruised
,negative,bruises
,negative,bruising
,negative,brusque
,negative,brutal
,negative,brutalising
,negative,brutalities
,negative,brutality
,negative,brutalize
,negative,brutalizing
,negative,brutally
,negative,brute
,negative,brutish
,negative,bs
,negative,buckle
,negative,bug
,negative,bugging
,negative,buggy
,negative,bugs
,negative,bulkier
,negative,bulkiness
,negative,bulky
,negative,bulkyness
,negative,bull****
,negative,bull----
,negative,bullies
,negative,bullshit
,negative,bullshyt
,negative,bully
,negative,bullying
,negative,bullyingly
,negative,bum
,negative,bump
,negative,bumped
,negative,bumping
,negative,bumpping
,negative,bumps
,negative,bumpy
,negative,bungle
,negative,bungler
,negative,bungling
,negative,bunk
,negative,burden
,negative,burdensome
,negative,burdensomely
,negative,burn
,negative,burned
,negative,burning
,negative,burns
,negative,bust
,negative,busts
,negative,busybody
,negative,butcher
,negative,butchery
,negative,buzzing
,negative,byzantine
,negative,cackle
,negative,calamities
,negative,calamitous
,negative,calamitously
,negative,calamity
,negative,callous
,negative,calumniate
,negative,calumniation
,negative,calumnies
,negative,calumnious
,negative,calumniously
,negative,calumny
,negative,cancer
,negative,cancerous
,negative,cannibal
,negative,cannibalize
,negative,capitulate
,negative,capricious
,negative,capriciously
,negative,capriciousness
,negative,capsize
,negative,careless
,negative,carelessness
,negative,caricature
,negative,carnage
,negative,carp
,negative,cartoonish
,negative,cash-strapped
,negative,castigate
,negative,castrated
,negative,casualty
,negative,cataclysm
,negative,cataclysmal
,negative,cataclysmic
,negative,cataclysmically
,negative,catastrophe
,negative,catastrophes
,negative,catastrophic
,negative,catastrophically
,negative,catastrophies
,negative,caustic
,negative,caustically
,negative,cautionary
,negative,cave
,negative,censure
,negative,chafe
,negative,chaff
,negative,chagrin
,negative,challenging
,negative,chaos
,negative,chaotic
,negative,chasten
,negative,chastise
,negative,chastisement
,negative,chatter
,negative,chatterbox
,negative,cheap
,negative,cheapen
,negative,cheaply
,negative,cheat
,negative,cheated
,negative,cheater
,negative,cheating
,negative,cheats
,negative,checkered
,negative,cheerless
,negative,cheesy
,negative,chide
,negative,childish
,negative,chill
,negative,chilly
,negative,chintzy
,negative,choke
,negative,choleric
,negative,choppy
,negative,chore
,negative,chronic
,negative,chunky
,negative,clamor
,negative,clamorous
,negative,clash
,negative,cliche
,negative,cliched
,negative,clique
,negative,clog
,negative,clogged
,negative,clogs
,negative,cloud
,negative,clouding
,negative,cloudy
,negative,clueless
,negative,clumsy
,negative,clunky
,negative,coarse
,negative,cocky
,negative,coerce
,negative,coercion
,negative,coercive
,negative,cold
,negative,coldly
,negative,collapse
,negative,collude
,negative,collusion
,negative,combative
,negative,combust
,negative,comical
,negative,commiserate
,negative,commonplace
,negative,commotion
,negative,commotions
,negative,complacent
,negative,complain
,negative,complained
,negative,complaining
,negative,complains
,negative,complaint
,negative,complaints
,negative,complex
,negative,complicated
,negative,complication
,negative,complicit
,negative,compulsion
,negative,compulsive
,negative,concede
,negative,conceded
,negative,conceit
,negative,conceited
,negative,concen
,negative,concens
,negative,concern
,negative,concerned
,negative,concerns
,negative,concession
,negative,concessions
,negative,condemn
,negative,condemnable
,negative,condemnation
,negative,condemned
,negative,condemns
,negative,condescend
,negative,condescending
,negative,condescendingly
,negative,condescension
,negative,confess
,negative,confession
,negative,confessions
,negative,confined
,negative,conflict
,negative,conflicted
,negative,conflicting
,negative,conflicts
,negative,confound
,negative,confounded
,negative,confounding
,negative,confront
,negative,confrontation
,negative,confrontational
,negative,confuse
,negative,confused
,negative,confuses
,negative,confusing
,negative,confusion
,negative,confusions
,negative,congested
,negative,congestion
,negative,cons
,negative,conscons
,negative,conservative
,negative,conspicuous
,negative,conspicuously
,negative,conspiracies
,negative,conspiracy
,negative,conspirator
,negative,conspiratorial
,negative,conspire
,negative,consternation
,negative,contagious
,negative,contaminate
,negative,contaminated
,negative,contaminates
,negative,contaminating
,negative,contamination
,negative,contempt
,negative,contemptible
,negative,contemptuous
,negative,contemptuously
,negative,contend
,negative,contention
,negative,contentious
,negative,contort
,negative,contortions
,negative,contradict
,negative,contradiction
,negative,contradictory
,negative,contrariness
,negative,contravene
,negative,contrive
,negative,contrived
,negative,controversial
,negative,controversy
,negative,convoluted
,negative,corrode
,negative,corrosion
,negative,corrosions
,negative,corrosive
,negative,corrupt
,negative,corrupted
,negative,corrupting
,negative,corruption
,negative,corrupts
,negative,corruptted
,negative,costlier
,negative,costly
,negative,counter-productive
,negative,counterproductive
,negative,coupists
,negative,covetous
,negative,coward
,negative,cowardly
,negative,crabby
,negative,crack
,negative,cracked
,negative,cracks
,negative,craftily
,negative,craftly
,negative,crafty
,negative,cramp
,negative,cramped
,negative,cramping
,negative,cranky
,negative,crap
,negative,crappy
,negative,craps
,negative,crash
,negative,crashed
,negative,crashes
,negative,crashing
,negative,crass
,negative,craven
,negative,cravenly
,negative,craze
,negative,crazily
,negative,craziness
,negative,crazy
,negative,creak
,negative,creaking
,negative,creaks
,negative,credulous
,negative,creep
,negative,creeping
,negative,creeps
,negative,creepy
,negative,crept
,negative,crime
,negative,criminal
,negative,cringe
,negative,cringed
,negative,cringes
,negative,cripple
,negative,crippled
,negative,cripples
,negative,crippling
,negative,crisis
,negative,critic
,negative,critical
,negative,criticism
,negative,criticisms
,negative,criticize
,negative,criticized
,negative,criticizing
,negative,critics
,negative,cronyism
,negative,crook
,negative,crooked
,negative,crooks
,negative,crowded
,negative,crowdedness
,negative,crude
,negative,cruel
,negative,crueler
,negative,cruelest
,negative,cruelly
,negative,cruelness
,negative,cruelties
,negative,cruelty
,negative,crumble
,negative,crumbling
,negative,crummy
,negative,crumple
,negative,crumpled
,negative,crumples
,negative,crush
,negative,crushed
,negative,crushing
,negative,cry
,negative,culpable
,negative,culprit
,negative,cumbersome
,negative,cunt
,negative,cunts
,negative,cuplrit
,negative,curse
,negative,cursed
,negative,curses
,negative,curt
,negative,cuss
,negative,cussed
,negative,cutthroat
,negative,cynical
,negative,cynicism
,negative,d*mn
,negative,damage
,negative,damaged
,negative,damages
,negative,damaging
,negative,damn
,negative,damnable
,negative,damnably
,negative,damnation
,negative,damned
,negative,damning
,negative,damper
,negative,danger
,negative,dangerous
,negative,dangerousness
,negative,dark
,negative,darken
,negative,darkened
,negative,darker
,negative,darkness
,negative,dastard
,negative,dastardly
,negative,daunt
,negative,daunting
,negative,dauntingly
,negative,dawdle
,negative,daze
,negative,dazed
,negative,dead
,negative,deadbeat
,negative,deadlock
,negative,deadly
,negative,deadweight
,negative,deaf
,negative,dearth
,negative,death
,negative,debacle
,negative,debase
,negative,debasement
,negative,debaser
,negative,debatable
,negative,debauch
,negative,debaucher
,negative,debauchery
,negative,debilitate
,negative,debilitating
,negative,debility
,negative,debt
,negative,debts
,negative,decadence
,negative,decadent
,negative,decay
,negative,decayed
,negative,deceit
,negative,deceitful
,negative,deceitfully
,negative,deceitfulness
,negative,deceive
,negative,deceiver
,negative,deceivers
,negative,deceiving
,negative,deception
,negative,deceptive
,negative,deceptively
,negative,declaim
,negative,decline
,negative,declines
,negative,declining
,negative,decrement
,negative,decrepit
,negative,decrepitude
,negative,decry
,negative,defamation
,negative,defamations
,negative,defamatory
,negative,defame
,negative,defect
,negative,defective
,negative,defects
,negative,defensive
,negative,defiance
,negative,defiant
,negative,defiantly
,negative,deficiencies
,negative,deficiency
,negative,deficient
,negative,defile
,negative,defiler
,negative,deform
,negative,deformed
,negative,defrauding
,negative,defunct
,negative,defy
,negative,degenerate
,negative,degenerately
,negative,degeneration
,negative,degradation
,negative,degrade
,negative,degrading
,negative,degradingly
,negative,dehumanization
,negative,dehumanize
,negative,deign
,negative,deject
,negative,dejected
,negative,dejectedly
,negative,dejection
,negative,delay
,negative,delayed
,negative,delaying
,negative,delays
,negative,delinquency
,negative,delinquent
,negative,delirious
,negative,delirium
,negative,delude
,negative,deluded
,negative,deluge
,negative,delusion
,negative,delusional
,negative,delusions
,negative,demean
,negative,demeaning
,negative,demise
,negative,demolish
,negative,demolisher
,negative,demon
,negative,demonic
,negative,demonize
,negative,demonized
,negative,demonizes
,negative,demonizing
,negative,demoralize
,negative,demoralizing
,negative,demoralizingly
,negative,denial
,negative,denied
,negative,denies
,negative,denigrate
,negative,denounce
,negative,dense
,negative,dent
,negative,dented
,negative,dents
,negative,denunciate
,negative,denunciation
,negative,denunciations
,negative,deny
,negative,denying
,negative,deplete
,negative,deplorable
,negative,deplorably
,negative,deplore
,negative,deploring
,negative,deploringly
,negative,deprave
,negative,depraved
,negative,depravedly
,negative,deprecate
,negative,depress
,negative,depressed
,negative,depressing
,negative,depressingly
,negative,depression
,negative,depressions
,negative,deprive
,negative,deprived
,negative,deride
,negative,derision
,negative,derisive
,negative,derisively
,negative,derisiveness
,negative,derogatory
,negative,desecrate
,negative,desert
,negative,desertion
,negative,desiccate
,negative,desiccated
,negative,desititute
,negative,desolate
,negative,desolately
,negative,desolation
,negative,despair
,negative,despairing
